ID,Video Title,Description,Views,Likes,Dislikes,Comment Count,clickbait
Y6hM-dCgAOk,This Town Is SO HAUNTED Everyone Leaves At Night... (TERRIFYING Paranormal Activity) | GHOST Hunting,"This is one of the most dangerous places we've ever filmed at... you aren't ready to experience the pure terror of descending deep into the mines of madness  where death  spirits and tommyknockers lurk around every corner. This is one of America's most haunted towns  and it's filled with paranormal activity and ghosts.... get ready to get REALLY spooky... you're watching  THE PARANORMAL FILES.
-
Every week  The Paranormal Files  travels around the world to ghost hunt  search for skinwalkers  investigate demons and capture paranormal evidence. Join us as we grow the spooky family  release real paranormal videos and adventure together!
-
SUBSCRIBE to the channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2023",242168,9208,135,1911,1
EV77UF-cS8I,SCRATCHED By A DEMON in GETTYSBURG (It Hurt Him...) | SCARIEST Night Of Our Lives | Paranormal Files,"Please watch this episode with caution. We encountered a  demonic  being while on a paranormal investigation in Gettysburg  Pennsylvania... and it has forever changed how one member of our team views ghosts and the paranormal. This is a very scary video  and a dangerous one too. You're watching  THE PARANORMAL FILES.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2023",438463,13155,300,3208,1
cUNRHZV8UWI, FIND THE CROSS : Our SCARIEST Investigation To DATE (Paranormal Activity Caught On Camera),"We spent the night at the OLD HOSPITAL ON COLLEGE HILL  an abandoned  haunted hospital in West Virginia. A spirit there instructed us on exactly WHERE to find it  and told us about WHY it was still in the building... and the dark secrets that the hospital still holds onto to this day. This is a scary video  and you should NOT watch it alone. You're watching  THE PARANORMAL FILES.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",552077,12666,0,3201,1
0G3f0WP7FXA,The MOST HAUNTED Prison In America: Nevada State Penitentiary (HORRIFYING Paranormal Activity),"This place is HAUNTED. AND it's one of the scariest locations we've EVER filmed at. We visited the Nevada State Prison and it is huge  it's abandoned and it's filled with extremely dark and violent spirits. Join us as we dive deep into the darkness and face one of our darkest hauntings yet... You're watching  THE PARANORMAL FILES.
-
Every week  The Paranormal Files  travels around the world to ghost hunt  search for skinwalkers  investigate demons and capture paranormal evidence. Join us as we grow the spooky family  release real paranormal videos and adventure together!
-
SUBSCRIBE to the channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Connor's INSTAGRAM: https://www.instagram.com/c0nn0rshann0n/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",176902,8730,228,1842,1
K8a774iMu0Y,The Darkest Haunting We've EVER Experienced (They Tried To KILL Me) | MOVIE | THE PARANORMAL FILES,"This ghost (or demon as others believe) made me BLEED. This was truly a very SCARY NIGHT OF MY LIFE  because of the extremely dark  creepy and evil paranormal activity that we caught on camera in this old jail. Buckle up  this is one dark ride  and WELCOME TO THE PARANORMAL FILES.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",772581,19604,505,5489,1
W72506zYZ50, SATAN  The Scariest Video I've Ever Recorded (It HURT Him) | Paranormal Activity Caught On Cam,"The ghost set off the fire alarm. It made me bleed. In this documentary  you'll see evidence of the paranormal  real ghosts caught on camera  possible demonic activity and ghost videos that will SHOCK you. This is a full length episode of  The Paranormal Files   and this investigation stuck with me.... 
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Connect with me on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
Join this channel to get access to perks:
https://www.youtube.com/channel/UCsSRxYAK0PiA7d0XUR6sPFA/join
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",503248,17142,516,4861,1
gX7OeWK50pw,CORPSEWOOD MANOR: The SCARIEST House In America. | THE PARANORMAL FILES,"Corpsewood Manor is a famous abandoned house in Georgia that is supposedly extremely happened  where two people were brutally murdered. We investigated the abandoned haunted house at midnight for paranormal activity... see in this video  what we found.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",180427,8861,209,1759,1
2fOK_0ciGqU,DEMON Caught ON CAMERA @ Haunted Mine | The Paranormal Files,"This was a very unique mining location full of activity and what many feel has a demonic presence active. Be prepared for what you're about to see as we were surprised by this gem of a location in Virginia City  NV  that produces a lot of activity we didn't expect.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",339900,11784,324,3412,1
XytMJ-UYvfI,We Weren't Ready For What Was To Come... | THE PARANORMAL FILES,"👻 This abandoned care home in England is FILLED with evil  and we encountered it first hand while in the building. After capturing paranormal activity on camera  we thought we had seen it all... but we were wrong. Watch more to find out what happened. 👻

👻 SUBSCRIBE to my channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1

(please) Sign Up To Be A Patron HERE: https://www.patreon.com/theparanormalfiles

👻 I HAVE NEW MERCH!:
https://teespring.com/stores/the-paranormal-files

👻We're on INSTAGRAM!
Colin (Personal): https://www.instagram.com/colinbrowen/
THE PARANORMAL FILES (Official Account): https://www.instagram.com/theparanormalfiles/
Papa Spooks (Jeff's Personal):  https://www.instagram.com/papa.spooks/?hl=en

👻Join me on FACEBOOK for exclusive content and live videos!:
https://www.facebook.com/TheParanormalFiles

👻Listen to Colin's music (“Sun  Sand & Sadness”!):
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT

Listen to my wife  Courtney's  and I new podcast on Apple & Spotify   Murder in America :
https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175",207350,7099,320,1162,1
IJiJ-atwCdg,The Darkest Haunting We've EVER Encountered: PENNHURST ASYLUM (SCARY Paranormal Activity),"This is the most haunted place in America: PENNHURST ASYLUM. Notorious for it's ghosts  Pennhurst is NO JOKE... that's why Exploring With Josh  Seth Borden and I decided that we had to spend the night there overnight to ghost hunt. The paranormal activity that we caught on camera there is insane... you won't believe what you're seeing. These are  THE PARANORMAL FILES.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",353617,11514,533,2542,1
h5etzjed24o,Would YOU visit the HAUNTED ASYLUM? #paranormal #ghost #creepy #scary #outlast #game #gamer #haunted,,9133,1258,26,59,1
p-D0Zzh35Fs,DEMON Caught On Camera @ THE HINSDALE HOUSE (Failed EXORCISM) | SCARY Paranormal Activity On Camera,"This is the SCARIEST video that I've EVER POSTED. In this video we head to the notoriously haunted HINDSDALE HOUSE in New York to hunt down the spirit of a demon that was so evil that it forced the family to move out of the house. Screw the Conjuring house.... THIS HOUSE is where evil TRULY lives. Pray before watching and make SURE that you're protected (spiritually)... the footage and evidence that we captured there is shocking  disturbing  and will stick with you for a long time... you're watching  THE PARANORMAL FILES.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2023",803002,22918,1081,6244,1
XLymxW6Ms5Q,DO NOT Drink At This Bar. SCARY Paranormal Activity Caught On Camera | THE PARANORMAL FILES,"The owner of this bar found a body buried in the wall in the early 2000's... and the history of this place  which involves gangster murders  Al Capone  Jeffrey Dahmer  and plenty of death  is enough to send shivers down the spine of even the most hardened paranormal fan. In fact  this bar was BUILT ON TOP of a CEMETERY. Watch as we search for paranormal activity in Shaker's Cigar Bar in Milwaukee. You're watching  THE PARANORMAL FILES.
-
SUBSCRIBE to MY channel!: https://www.youtube.com/theparanormalfilesofficialchannel?sub_confirmation=1
-
Become a PATRON (I'll love you forever)  🖤: https://www.patreon.com/theparanormalfiles
-
Donate Here to Help Grow the Show - Thanks so much if you can help!: https://www.paypal.com/paypalme/theparanormalfiles
-
NEW MERCH!:
https://teespring.com/stay-spooky-world-tour-pink-l?pid=227&cid=2664
-
LISTEN TO MURDER IN AMERICA (my new podcast)!
SPOTIFY: https://open.spotify.com/episode/204fV6xstY3a5atxoHOhz8?si=H1einpJoR42jnfmEjqk5qw
APPLE PODCASTS: https://podcasts.apple.com/us/podcast/murder-in-america/id1547409175
SOUNDCLOUD: https://soundcloud.app.goo.gl/tkz56KWDmYAyVNAZA
-
Connect with us on social media! 🖤
Colin's INSTAGRAM: https://www.instagram.com/colinbrowen/
Courtney's INSTAGRAM: https://www.instagram.com/courtshan/
The Paranormal Files INSTAGRAM: https://www.instagram.com/theparanormalfiles/
FACEBOOK: https://www.facebook.com/TheParanormalFiles
TIKTOK: https://www.tiktok.com/@theparanormalfiles
TWITTER: https://twitter.com/PFilesOfficial
-
SUBSCRIBE to the official YouTube of MURDER IN AMERICA!!: https://www.youtube.com/channel/UC35TG-zKMn2D-g8V_KKg_AA
-
Get some of our last pieces of MERCH before the NEW DROP:
https://teespring.com/stores/the-paranormal-files
-
Subscribe to the new PODCAST CHANNEL: https://www.youtube.com/channel/UCZw-uh669WX588RpTt9kSOg
-
Watch Podcast Episode #1!: https://www.youtube.com/watch?v=c5HtFKbL8AQ
-
Listen to the podcast!
Spotify: https://open.spotify.com/show/2EybP2At9IJyGkCxTkf9To
Apple Podcasts: https://podcasts.apple.com/us/podcast/the-paranormal-files-official-podcast/id1506271689
Buzzsprout: https://www.buzzsprout.com/982414/
-
🎵 Colin's music! (“Sun  Sand & Sadness”!) 🎵:
https://open.spotify.com/artist/1T4Rja27bawDu7c2KhvoJT
-
(c) BLOOD IN THE SINK PRODUCTIONS 2022",223044,9675,0,2044,1
